rulesText,typeLine,setCode,cardNumber,cost,power,toughness,Title,newText
"Generated effect for card 2453.\nIf this is a bulk test, card 2453 validates row-level rendering.",CREATURE - TESTER,SMO,02453/10000,6,4,6,Card 2453,Variant 2453
"Generated effect for card 2454.\nIf this is a bulk test, card 2454 validates row-level rendering.",CREATURE - TESTER,SMO,02454/10000,7,5,7,Card 2454,Variant 2454
"Generated effect for card 2455.\nIf this is a bulk test, card 2455 validates row-level rendering.",CREATURE - TESTER,SMO,02455/10000,8,6,1,Card 2455,Variant 2455
"Generated effect for card 2456.\nIf this is a bulk test, card 2456 validates row-level rendering.",CREATURE - TESTER,SMO,02456/10000,9,7,2,Card 2456,Variant 2456
"Generated effect for card 2457.\nIf this is a bulk test, card 2457 validates row-level rendering.",CREATURE - TESTER,SMO,02457/10000,1,1,3,Card 2457,Variant 2457
"Generated effect for card 2458.\nIf this is a bulk test, card 2458 validates row-level rendering.",CREATURE - TESTER,SMO,02458/10000,2,2,4,Card 2458,Variant 2458
"Generated effect for card 2459.\nIf this is a bulk test, card 2459 validates row-level rendering.",CREATURE - TESTER,SMO,02459/10000,3,3,5,Card 2459,Variant 2459
"Generated effect for card 2460.\nIf this is a bulk test, card 2460 validates row-level rendering.",CREATURE - TESTER,SMO,02460/10000,4,4,6,Card 2460,Variant 2460
"Generated effect for card 2461.\nIf this is a bulk test, card 2461 validates row-level rendering.",CREATURE - TESTER,SMO,02461/10000,5,5,7,Card 2461,Variant 2461
"Generated effect for card 2462.\nIf this is a bulk test, card 2462 validates row-level rendering.",CREATURE - TESTER,SMO,02462/10000,6,6,1,Card 2462,Variant 2462
"Generated effect for card 2463.\nIf this is a bulk test, card 2463 validates row-level rendering.",CREATURE - TESTER,SMO,02463/10000,7,7,2,Card 2463,Variant 2463
"Generated effect for card 2464.\nIf this is a bulk test, card 2464 validates row-level rendering.",CREATURE - TESTER,SMO,02464/10000,8,1,3,Card 2464,Variant 2464
"Generated effect for card 2465.\nIf this is a bulk test, card 2465 validates row-level rendering.",CREATURE - TESTER,SMO,02465/10000,9,2,4,Card 2465,Variant 2465
"Generated effect for card 2466.\nIf this is a bulk test, card 2466 validates row-level rendering.",CREATURE - TESTER,SMO,02466/10000,1,3,5,Card 2466,Variant 2466
"Generated effect for card 2467.\nIf this is a bulk test, card 2467 validates row-level rendering.",CREATURE - TESTER,SMO,02467/10000,2,4,6,Card 2467,Variant 2467
"Generated effect for card 2468.\nIf this is a bulk test, card 2468 validates row-level rendering.",CREATURE - TESTER,SMO,02468/10000,3,5,7,Card 2468,Variant 2468
"Generated effect for card 2469.\nIf this is a bulk test, card 2469 validates row-level rendering.",CREATURE - TESTER,SMO,02469/10000,4,6,1,Card 2469,Variant 2469
"Generated effect for card 2470.\nIf this is a bulk test, card 2470 validates row-level rendering.",CREATURE - TESTER,SMO,02470/10000,5,7,2,Card 2470,Variant 2470
"Generated effect for card 2471.\nIf this is a bulk test, card 2471 validates row-level rendering.",CREATURE - TESTER,SMO,02471/10000,6,1,3,Card 2471,Variant 2471
"Generated effect for card 2472.\nIf this is a bulk test, card 2472 validates row-level rendering.",CREATURE - TESTER,SMO,02472/10000,7,2,4,Card 2472,Variant 2472
"Generated effect for card 2473.\nIf this is a bulk test, card 2473 validates row-level rendering.",CREATURE - TESTER,SMO,02473/10000,8,3,5,Card 2473,Variant 2473
"Generated effect for card 2474.\nIf this is a bulk test, card 2474 validates row-level rendering.",CREATURE - TESTER,SMO,02474/10000,9,4,6,Card 2474,Variant 2474
"Generated effect for card 2475.\nIf this is a bulk test, card 2475 validates row-level rendering.",CREATURE - TESTER,SMO,02475/10000,1,5,7,Card 2475,Variant 2475
"Generated effect for card 2476.\nIf this is a bulk test, card 2476 validates row-level rendering.",CREATURE - TESTER,SMO,02476/10000,2,6,1,Card 2476,Variant 2476
"Generated effect for card 2477.\nIf this is a bulk test, card 2477 validates row-level rendering.",CREATURE - TESTER,SMO,02477/10000,3,7,2,Card 2477,Variant 2477
"Generated effect for card 2478.\nIf this is a bulk test, card 2478 validates row-level rendering.",CREATURE - TESTER,SMO,02478/10000,4,1,3,Card 2478,Variant 2478
"Generated effect for card 2479.\nIf this is a bulk test, card 2479 validates row-level rendering.",CREATURE - TESTER,SMO,02479/10000,5,2,4,Card 2479,Variant 2479
"Generated effect for card 2480.\nIf this is a bulk test, card 2480 validates row-level rendering.",CREATURE - TESTER,SMO,02480/10000,6,3,5,Card 2480,Variant 2480
"Generated effect for card 2481.\nIf this is a bulk test, card 2481 validates row-level rendering.",CREATURE - TESTER,SMO,02481/10000,7,4,6,Card 2481,Variant 2481
"Generated effect for card 2482.\nIf this is a bulk test, card 2482 validates row-level rendering.",CREATURE - TESTER,SMO,02482/10000,8,5,7,Card 2482,Variant 2482
"Generated effect for card 2483.\nIf this is a bulk test, card 2483 validates row-level rendering.",CREATURE - TESTER,SMO,02483/10000,9,6,1,Card 2483,Variant 2483
"Generated effect for card 2484.\nIf this is a bulk test, card 2484 validates row-level rendering.",CREATURE - TESTER,SMO,02484/10000,1,7,2,Card 2484,Variant 2484
"Generated effect for card 2485.\nIf this is a bulk test, card 2485 validates row-level rendering.",CREATURE - TESTER,SMO,02485/10000,2,1,3,Card 2485,Variant 2485
"Generated effect for card 2486.\nIf this is a bulk test, card 2486 validates row-level rendering.",CREATURE - TESTER,SMO,02486/10000,3,2,4,Card 2486,Variant 2486
"Generated effect for card 2487.\nIf this is a bulk test, card 2487 validates row-level rendering.",CREATURE - TESTER,SMO,02487/10000,4,3,5,Card 2487,Variant 2487
"Generated effect for card 2488.\nIf this is a bulk test, card 2488 validates row-level rendering.",CREATURE - TESTER,SMO,02488/10000,5,4,6,Card 2488,Variant 2488
"Generated effect for card 2489.\nIf this is a bulk test, card 2489 validates row-level rendering.",CREATURE - TESTER,SMO,02489/10000,6,5,7,Card 2489,Variant 2489
"Generated effect for card 2490.\nIf this is a bulk test, card 2490 validates row-level rendering.",CREATURE - TESTER,SMO,02490/10000,7,6,1,Card 2490,Variant 2490
"Generated effect for card 2491.\nIf this is a bulk test, card 2491 validates row-level rendering.",CREATURE - TESTER,SMO,02491/10000,8,7,2,Card 2491,Variant 2491
"Generated effect for card 2492.\nIf this is a bulk test, card 2492 validates row-level rendering.",CREATURE - TESTER,SMO,02492/10000,9,1,3,Card 2492,Variant 2492
"Generated effect for card 2493.\nIf this is a bulk test, card 2493 validates row-level rendering.",CREATURE - TESTER,SMO,02493/10000,1,2,4,Card 2493,Variant 2493
"Generated effect for card 2494.\nIf this is a bulk test, card 2494 validates row-level rendering.",CREATURE - TESTER,SMO,02494/10000,2,3,5,Card 2494,Variant 2494
"Generated effect for card 2495.\nIf this is a bulk test, card 2495 validates row-level rendering.",CREATURE - TESTER,SMO,02495/10000,3,4,6,Card 2495,Variant 2495
"Generated effect for card 2496.\nIf this is a bulk test, card 2496 validates row-level rendering.",CREATURE - TESTER,SMO,02496/10000,4,5,7,Card 2496,Variant 2496
"Generated effect for card 2497.\nIf this is a bulk test, card 2497 validates row-level rendering.",CREATURE - TESTER,SMO,02497/10000,5,6,1,Card 2497,Variant 2497
"Generated effect for card 2498.\nIf this is a bulk test, card 2498 validates row-level rendering.",CREATURE - TESTER,SMO,02498/10000,6,7,2,Card 2498,Variant 2498
"Generated effect for card 2499.\nIf this is a bulk test, card 2499 validates row-level rendering.",CREATURE - TESTER,SMO,02499/10000,7,1,3,Card 2499,Variant 2499
"Generated effect for card 2500.\nIf this is a bulk test, card 2500 validates row-level rendering.",CREATURE - TESTER,SMO,02500/10000,8,2,4,Card 2500,Variant 2500
"Generated effect for card 2501.\nIf this is a bulk test, card 2501 validates row-level rendering.",CREATURE - TESTER,SMO,02501/10000,9,3,5,Card 2501,Variant 2501
"Generated effect for card 2502.\nIf this is a bulk test, card 2502 validates row-level rendering.",CREATURE - TESTER,SMO,02502/10000,1,4,6,Card 2502,Variant 2502
"Generated effect for card 2503.\nIf this is a bulk test, card 2503 validates row-level rendering.",CREATURE - TESTER,SMO,02503/10000,2,5,7,Card 2503,Variant 2503
"Generated effect for card 2504.\nIf this is a bulk test, card 2504 validates row-level rendering.",CREATURE - TESTER,SMO,02504/10000,3,6,1,Card 2504,Variant 2504
"Generated effect for card 2505.\nIf this is a bulk test, card 2505 validates row-level rendering.",CREATURE - TESTER,SMO,02505/10000,4,7,2,Card 2505,Variant 2505
"Generated effect for card 2506.\nIf this is a bulk test, card 2506 validates row-level rendering.",CREATURE - TESTER,SMO,02506/10000,5,1,3,Card 2506,Variant 2506
"Generated effect for card 2507.\nIf this is a bulk test, card 2507 validates row-level rendering.",CREATURE - TESTER,SMO,02507/10000,6,2,4,Card 2507,Variant 2507
"Generated effect for card 2508.\nIf this is a bulk test, card 2508 validates row-level rendering.",CREATURE - TESTER,SMO,02508/10000,7,3,5,Card 2508,Variant 2508
"Generated effect for card 2509.\nIf this is a bulk test, card 2509 validates row-level rendering.",CREATURE - TESTER,SMO,02509/10000,8,4,6,Card 2509,Variant 2509
"Generated effect for card 2510.\nIf this is a bulk test, card 2510 validates row-level rendering.",CREATURE - TESTER,SMO,02510/10000,9,5,7,Card 2510,Variant 2510
"Generated effect for card 2511.\nIf this is a bulk test, card 2511 validates row-level rendering.",CREATURE - TESTER,SMO,02511/10000,1,6,1,Card 2511,Variant 2511
"Generated effect for card 2512.\nIf this is a bulk test, card 2512 validates row-level rendering.",CREATURE - TESTER,SMO,02512/10000,2,7,2,Card 2512,Variant 2512
"Generated effect for card 2513.\nIf this is a bulk test, card 2513 validates row-level rendering.",CREATURE - TESTER,SMO,02513/10000,3,1,3,Card 2513,Variant 2513
"Generated effect for card 2514.\nIf this is a bulk test, card 2514 validates row-level rendering.",CREATURE - TESTER,SMO,02514/10000,4,2,4,Card 2514,Variant 2514
"Generated effect for card 2515.\nIf this is a bulk test, card 2515 validates row-level rendering.",CREATURE - TESTER,SMO,02515/10000,5,3,5,Card 2515,Variant 2515
"Generated effect for card 2516.\nIf this is a bulk test, card 2516 validates row-level rendering.",CREATURE - TESTER,SMO,02516/10000,6,4,6,Card 2516,Variant 2516
"Generated effect for card 2517.\nIf this is a bulk test, card 2517 validates row-level rendering.",CREATURE - TESTER,SMO,02517/10000,7,5,7,Card 2517,Variant 2517
"Generated effect for card 2518.\nIf this is a bulk test, card 2518 validates row-level rendering.",CREATURE - TESTER,SMO,02518/10000,8,6,1,Card 2518,Variant 2518
"Generated effect for card 2519.\nIf this is a bulk test, card 2519 validates row-level rendering.",CREATURE - TESTER,SMO,02519/10000,9,7,2,Card 2519,Variant 2519
"Generated effect for card 2520.\nIf this is a bulk test, card 2520 validates row-level rendering.",CREATURE - TESTER,SMO,02520/10000,1,1,3,Card 2520,Variant 2520
"Generated effect for card 2521.\nIf this is a bulk test, card 2521 validates row-level rendering.",CREATURE - TESTER,SMO,02521/10000,2,2,4,Card 2521,Variant 2521
"Generated effect for card 2522.\nIf this is a bulk test, card 2522 validates row-level rendering.",CREATURE - TESTER,SMO,02522/10000,3,3,5,Card 2522,Variant 2522
"Generated effect for card 2523.\nIf this is a bulk test, card 2523 validates row-level rendering.",CREATURE - TESTER,SMO,02523/10000,4,4,6,Card 2523,Variant 2523
"Generated effect for card 2524.\nIf this is a bulk test, card 2524 validates row-level rendering.",CREATURE - TESTER,SMO,02524/10000,5,5,7,Card 2524,Variant 2524
"Generated effect for card 2525.\nIf this is a bulk test, card 2525 validates row-level rendering.",CREATURE - TESTER,SMO,02525/10000,6,6,1,Card 2525,Variant 2525
"Generated effect for card 2526.\nIf this is a bulk test, card 2526 validates row-level rendering.",CREATURE - TESTER,SMO,02526/10000,7,7,2,Card 2526,Variant 2526
"Generated effect for card 2527.\nIf this is a bulk test, card 2527 validates row-level rendering.",CREATURE - TESTER,SMO,02527/10000,8,1,3,Card 2527,Variant 2527
"Generated effect for card 2528.\nIf this is a bulk test, card 2528 validates row-level rendering.",CREATURE - TESTER,SMO,02528/10000,9,2,4,Card 2528,Variant 2528
"Generated effect for card 2529.\nIf this is a bulk test, card 2529 validates row-level rendering.",CREATURE - TESTER,SMO,02529/10000,1,3,5,Card 2529,Variant 2529
"Generated effect for card 2530.\nIf this is a bulk test, card 2530 validates row-level rendering.",CREATURE - TESTER,SMO,02530/10000,2,4,6,Card 2530,Variant 2530
"Generated effect for card 2531.\nIf this is a bulk test, card 2531 validates row-level rendering.",CREATURE - TESTER,SMO,02531/10000,3,5,7,Card 2531,Variant 2531
"Generated effect for card 2532.\nIf this is a bulk test, card 2532 validates row-level rendering.",CREATURE - TESTER,SMO,02532/10000,4,6,1,Card 2532,Variant 2532
"Generated effect for card 2533.\nIf this is a bulk test, card 2533 validates row-level rendering.",CREATURE - TESTER,SMO,02533/10000,5,7,2,Card 2533,Variant 2533
"Generated effect for card 2534.\nIf this is a bulk test, card 2534 validates row-level rendering.",CREATURE - TESTER,SMO,02534/10000,6,1,3,Card 2534,Variant 2534
"Generated effect for card 2535.\nIf this is a bulk test, card 2535 validates row-level rendering.",CREATURE - TESTER,SMO,02535/10000,7,2,4,Card 2535,Variant 2535
"Generated effect for card 2536.\nIf this is a bulk test, card 2536 validates row-level rendering.",CREATURE - TESTER,SMO,02536/10000,8,3,5,Card 2536,Variant 2536
"Generated effect for card 2537.\nIf this is a bulk test, card 2537 validates row-level rendering.",CREATURE - TESTER,SMO,02537/10000,9,4,6,Card 2537,Variant 2537
"Generated effect for card 2538.\nIf this is a bulk test, card 2538 validates row-level rendering.",CREATURE - TESTER,SMO,02538/10000,1,5,7,Card 2538,Variant 2538
"Generated effect for card 2539.\nIf this is a bulk test, card 2539 validates row-level rendering.",CREATURE - TESTER,SMO,02539/10000,2,6,1,Card 2539,Variant 2539
"Generated effect for card 2540.\nIf this is a bulk test, card 2540 validates row-level rendering.",CREATURE - TESTER,SMO,02540/10000,3,7,2,Card 2540,Variant 2540
"Generated effect for card 2541.\nIf this is a bulk test, card 2541 validates row-level rendering.",CREATURE - TESTER,SMO,02541/10000,4,1,3,Card 2541,Variant 2541
"Generated effect for card 2542.\nIf this is a bulk test, card 2542 validates row-level rendering.",CREATURE - TESTER,SMO,02542/10000,5,2,4,Card 2542,Variant 2542
"Generated effect for card 2543.\nIf this is a bulk test, card 2543 validates row-level rendering.",CREATURE - TESTER,SMO,02543/10000,6,3,5,Card 2543,Variant 2543
"Generated effect for card 2544.\nIf this is a bulk test, card 2544 validates row-level rendering.",CREATURE - TESTER,SMO,02544/10000,7,4,6,Card 2544,Variant 2544
"Generated effect for card 2545.\nIf this is a bulk test, card 2545 validates row-level rendering.",CREATURE - TESTER,SMO,02545/10000,8,5,7,Card 2545,Variant 2545
"Generated effect for card 2546.\nIf this is a bulk test, card 2546 validates row-level rendering.",CREATURE - TESTER,SMO,02546/10000,9,6,1,Card 2546,Variant 2546
"Generated effect for card 2547.\nIf this is a bulk test, card 2547 validates row-level rendering.",CREATURE - TESTER,SMO,02547/10000,1,7,2,Card 2547,Variant 2547
"Generated effect for card 2548.\nIf this is a bulk test, card 2548 validates row-level rendering.",CREATURE - TESTER,SMO,02548/10000,2,1,3,Card 2548,Variant 2548
"Generated effect for card 2549.\nIf this is a bulk test, card 2549 validates row-level rendering.",CREATURE - TESTER,SMO,02549/10000,3,2,4,Card 2549,Variant 2549
"Generated effect for card 2550.\nIf this is a bulk test, card 2550 validates row-level rendering.",CREATURE - TESTER,SMO,02550/10000,4,3,5,Card 2550,Variant 2550
"Generated effect for card 2551.\nIf this is a bulk test, card 2551 validates row-level rendering.",CREATURE - TESTER,SMO,02551/10000,5,4,6,Card 2551,Variant 2551
"Generated effect for card 2552.\nIf this is a bulk test, card 2552 validates row-level rendering.",CREATURE - TESTER,SMO,02552/10000,6,5,7,Card 2552,Variant 2552
"Generated effect for card 2553.\nIf this is a bulk test, card 2553 validates row-level rendering.",CREATURE - TESTER,SMO,02553/10000,7,6,1,Card 2553,Variant 2553
